uniqueCandidateId,voterNumber,ballotNumber,partyNameArabic,partyNameEnglish,candidateSequence,nominationType,governorate,sex,fullNameArabic,fullNameEnglish,email,phone,bio,photoUrl,coverPhotoUrl,verificationStatus,verificationDocuments,verifiedAt,verifiedBy,profileCompletionPercent,viewsCount,supportersCount,postsCount,eventsCount,sourceFile,metadataH1,metadataH2,createdAt,updatedAt,lastActiveAt
"NIN-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5616, dtype: object-006975",6975,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5616, dtype: object",,,34,Alliance,Nineveh,MALE,Osama Mohammed Elias Khadn,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.637531,2025-10-17T16:36:34.637531,
"KAR-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 5617, dtype: object-006048",6048,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 5617, dtype: object",,,7,Alliance,Karbala,MALE,Osama Muhammad Mahdi Ajaimii Al-Shinyar,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.646482,2025-10-17T16:36:34.646482,
"ANB-ballotNumber                283 
ballotNumber    Summits Alliance
Name: 5618, dtype: object-000343",343,"ballotNumber                283 
ballotNumber    Summits Alliance
Name: 5618, dtype: object",,,11,Alliance,Anbar,MALE,"Osama Omar Mahmoud Attia, the narrator",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.648040,2025-10-17T16:36:34.648040,
"BAG-ballotNumber                        338 
ballotNumber    Osama Saadoun Al-Khudadi
Name: 5619, dtype: object-004564",4564,"ballotNumber                        338 
ballotNumber    Osama Saadoun Al-Khudadi
Name: 5619, dtype: object",,,1,"  Pe-
rson",Baghdad,MALE,Osama Saadoun Jassim Mansour,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.648040,2025-10-17T16:36:34.648040,
"KIR-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5620, dtype: object-006271",6271,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5620, dtype: object",,,6,Alliance,Kirkuk,MALE,Osama Shukr Mahmoud Issa Al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.648040,2025-10-17T16:36:34.648040,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5621, dtype: object-003231",3231,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5621, dtype: object",,,38,Alliance,Baghdad,MALE,Osama Talal Mohammed Wahib Al-Hayazei,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.648040,2025-10-17T16:36:34.648040,
"NIN-ballotNumber         286 
ballotNumber    Civilians
Name: 5622, dtype: object-007394",7394,"ballotNumber         286 
ballotNumber    Civilians
Name: 5622, dtype: object",,,2,Party,Nineveh,MALE,Osama Yousef Dhnoon Abdullah Al-Naeemiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.648040,2025-10-17T16:36:34.648040,
"BAG-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 5623, dtype: object-003865",3865,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 5623, dtype: object",,,10,Alliance,Baghdad,MALE,Osman Hadi Hayawi Hadi Al-Shabanni,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.657565,2025-10-17T16:36:34.657565,
"BAG-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 5624, dtype: object-002764",2764,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 5624, dtype: object",,,11,Alliance,Baghdad,MALE,"Osman Ibrahim Mahmoud Majeed Al-Jaheesir
Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.657565,2025-10-17T16:36:34.662449,
"BAG-ballotNumber              255 
ballotNumber    Progress Party
Name: 5625, dtype: object-003811",3811,"ballotNumber              255 
ballotNumber    Progress Party
Name: 5625, dtype: object",,,95,Party,Baghdad,MALE,"Osman Ismail Mandil Khai-
rran",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.662449,2025-10-17T16:36:34.662449,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5626, dtype: object-003305",3305,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5626, dtype: object",,,113,Alliance,Baghdad,MALE,Osman Khalil Saleh Ibrahim Al-Majmai,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.662449,2025-10-17T16:36:34.662449,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5627, dtype: object-003258",3258,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5627, dtype: object",,,66,Alliance,Baghdad,MALE,Osman Mahdi Saleh Ali Al-Janani,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.667640,2025-10-17T16:36:34.667640,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5628, dtype: object-004295",4295,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5628, dtype: object",,,104,Alliance,Baghdad,MALE,"Osman Yasser N Hassan Mo-
           hammed Zobaei",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.667640,2025-10-17T16:36:34.667640,
"THE-ballotNumber                                   212 
ballotNumber    The National Tribal Current in Iraq
Name: 5629, dtype: object-000474",474,"ballotNumber                                   212 
ballotNumber    The National Tribal Current in Iraq
Name: 5629, dtype: object",,,12,Party,The egg,FEMALE,"Ours is Qasim Abbas Hasiran Al-
Qatrani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.667640,2025-10-17T16:36:34.667640,
"AL-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 5630, dtype: object-001334",1334,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 5630, dtype: object",,,5,Alliance,Al-Qadisiyah,MALE,Owner of Bandar Abid Eifan Al-Jasmi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.667640,2025-10-17T16:36:34.667640,
"BAG-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 5631, dtype: object-002999",2999,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 5631, dtype: object",,,113,Alliance,Baghdad,FEMALE,Parvin Ismail Saeed Khoshwaldalvi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.667640,2025-10-17T16:36:34.667640,
"DIY-ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 5632, dtype: object-004757",4757,"ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 5632, dtype: object",,,16,Party,Diyala,FEMALE,Parvin Majid Souzali Qasem,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.677778,2025-10-17T16:36:34.677778,
"BAB-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5633, dtype: object-002051",2051,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5633, dtype: object",,,5,Party,Babylon,MALE,"Peace be upon you Hamza Sarrar YfZghair
Al-Saeedi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.677778,2025-10-17T16:36:34.677778,
"DHI-ballotNumber           233 
ballotNumber    The machine
Name: 5634, dtype: object-005226",5226,"ballotNumber           233 
ballotNumber    The machine
Name: 5634, dtype: object",,,2,Party,Dhi Qar,MALE,Peace be upon you Jabbar Baqir al-Fayyadh,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.683266,2025-10-17T16:36:34.683266,
"BAB-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5635, dtype: object-002108",2108,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5635, dtype: object",,,16,Alliance,Babylon,MALE,"Peace be upon you, Abdul-Kazem Abdullah Abdul-Hassan Al-Jubouri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.685279,2025-10-17T16:36:34.685279,
"NAJ-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5636, dtype: object-001515",1515,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5636, dtype: object",,,13,Alliance,Najaf,MALE,"Peace be upon you, Adel Mohammed Amir Mahm-
oud Al-Araji",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.687839,2025-10-17T16:36:34.687839,
"BAG-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 5637, dtype: object-002780",2780,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 5637, dtype: object",,,27,Alliance,Baghdad,MALE,"Peace be upon you, Dawood Jassim Mohammed
Al-Khafaji",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.687839,2025-10-17T16:36:34.687839,
"BAB-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5638, dtype: object-002057",2057,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5638, dtype: object",,,11,Party,Babylon,MALE,"Peace be upon you, Hamad Hamza Dharib Al-Bujassim",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.693546,2025-10-17T16:36:34.693546,
"ANB-ballotNumber                283 
ballotNumber    Summits Alliance
Name: 5639, dtype: object-000348",348,"ballotNumber                283 
ballotNumber    Summits Alliance
Name: 5639, dtype: object",,,16,Alliance,Anbar,MALE,"Peace be upon you, Hamdan Obaid Al-Shajer",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.695762,2025-10-17T16:36:34.695762,
"DHI-ballotNumber                            206 
ballotNumber    Civil Democratic Allia-\nnce
Name: 5640, dtype: object-005030",5030,"ballotNumber                            206 
ballotNumber    Civil Democratic Allia-\nnce
Name: 5640, dtype: object",,,9,Alliance,Dhi Qar,MALE,"Peace be upon you, Hashem Kh-
ayoun Musa Al-Safni",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.697762,2025-10-17T16:36:34.697762,
"KAR-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5641, dtype: object-005977",5977,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5641, dtype: object",,,11,Alliance,Karbala,MALE,"Peace be upon you, Hassoun Muhaisen, the Black of the Blacks",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.699761,2025-10-17T16:36:34.699761,
"DHI-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5642, dtype: object-005310",5310,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5642, dtype: object",,,10,Alliance,Dhi Qar,MALE,"Peace be upon you, Jassim Abdul Hammadi Al-Husseinawi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.701802,2025-10-17T16:36:34.701802,
"DIY-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5643, dtype: object-004712",4712,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5643, dtype: object",,,25,Party,Diyala,MALE,"Peace be upon you, Jassim Shandi Al-Anbaky",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.703802,2025-10-17T16:36:34.703802,
"THE-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 5644, dtype: object-000379",379,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 5644, dtype: object",,,17,Party,The egg,MALE,"Peace be upon you, Juma Hashim, the masters of Al-Badri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.705760,2025-10-17T16:36:34.705760,
"BAG-ballotNumber                                       327 
ballotNumber    Dr. Salam Naim Attia Mahoud Al-Zuhair Y
Name: 5645, dtype: object-004563",4563,"ballotNumber                                       327 
ballotNumber    Dr. Salam Naim Attia Mahoud Al-Zuhair Y
Name: 5645, dtype: object",,,1,"  Pe-
rson",Baghdad,MALE,"Peace be upon you, Naim Attia Mahoud Al-Zuhair
Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.708855,2025-10-17T16:36:34.708855,
"ANB-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5646, dtype: object-000192",192,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5646, dtype: object",,,9,Alliance,Anbar,MALE,"Peace be upon you, Taha Ali al-Halbousi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.710894,2025-10-17T16:36:34.710894,
"BAG-ballotNumber               251 
ballotNumber    Rights Movement
Name: 5647, dtype: object-003635",3635,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 5647, dtype: object",,,19,Party,Baghdad,MALE,"Peace Khalil Ismail Shabib Al-Dolphin
Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.712895,2025-10-17T16:36:34.712895,
"DOH-ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 5648, dtype: object-004596",4596,"ballotNumber                              275 
ballotNumber    Kurdistan Democratic Pa-\nrner
Name: 5648, dtype: object",,,9,Party,Dohuk,MALE,Piers Sverjejombark Jeju,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.714852,2025-10-17T16:36:34.714852,
"ERB-ballotNumber            232 
ballotNumber    Stand Group 
Name: 5649, dtype: object-000047",47,"ballotNumber            232 
ballotNumber    Stand Group 
Name: 5649, dtype: object",,,1,"  Pe-
rson",Erbil,FEMALE,Pinuscream Mohamed Rahim Baban,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.716853,2025-10-17T16:36:34.716853,
"ANB-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5650, dtype: object-000332",332,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 5650, dtype: object",,,30,Alliance,Anbar,FEMALE,"Pioneer Yassin Marzouq Hamad Al-
Janani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.718865,2025-10-17T16:36:34.718865,
"DIY-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5651, dtype: object-004700",4700,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5651, dtype: object",,,13,Party,Diyala,MALE,Pioneers Salman Hamid Ahmed Al-Obaidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.720862,2025-10-17T16:36:34.720862,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5653, dtype: object-002536",2536,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5653, dtype: object",,,93,Alliance,Baghdad,FEMALE,Planets Najmuddin Abdullah Muhammad al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.730576,2025-10-17T16:36:34.730576,
"WAS-ballotNumber                                        220 
ballotNumber    The most beautiful medium in serv-\nices
Name: 5654, dtype: object-007606",7606,"ballotNumber                                        220 
ballotNumber    The most beautiful medium in serv-\nices
Name: 5654, dtype: object",,,17,Alliance,Wasit,FEMALE,"Planets on me, Hasir, N Bouij Kaab",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.732565,2025-10-17T16:36:34.732565,
"BAG-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 5655, dtype: object-002992",2992,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 5655, dtype: object",,,105,Alliance,Baghdad,FEMALE,"Please, Ali Arethi Hamad Al Shamri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.734567,2025-10-17T16:36:34.734567,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5656, dtype: object-002512",2512,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5656, dtype: object",,,69,Alliance,Baghdad,FEMALE,"Praise be to God, I am very happy",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.737575,2025-10-17T16:36:34.737575,
"NAJ-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 5657, dtype: object-001771",1771,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 5657, dtype: object",,,4,Alliance,Najaf,FEMALE,"Praise be to God, Karim Khader Al-Zajrawi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.739568,2025-10-17T16:36:34.739568,
"MAY-ballotNumber               251 
ballotNumber    Rights Movement
Name: 5658, dtype: object-006451",6451,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 5658, dtype: object",,,12,Party,Maysan,FEMALE,"Praise be to Yazhem Hashem
Al-Moussawi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.744790,2025-10-17T16:36:34.744790,
"THE-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5659, dtype: object-001374",1374,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5659, dtype: object",,,8,Alliance,The two,FEMALE,Prayer of the traveler Nafi Aliwi Al-Khafaji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.747713,2025-10-17T16:36:34.747713,
"NAJ-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5660, dtype: object-001633",1633,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5660, dtype: object",,,8,Alliance,Najaf,FEMALE,Princess Ibrahim Abdul Rasoul Jaber Al-Muzaffar,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.747713,2025-10-17T16:36:34.747713,
"NIN-ballotNumber                      267 
ballotNumber    Nineveh for its people
Name: 5661, dtype: object-007124",7124,"ballotNumber                      267 
ballotNumber    Nineveh for its people
Name: 5661, dtype: object",,,40,Party,Nineveh,FEMALE,Princess Mahmoud Mohammed Taama Al-Rawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.747713,2025-10-17T16:36:34.747713,
"NIN-ballotNumber                 211 
ballotNumber    National identity
Name: 5662, dtype: object-006611",6611,"ballotNumber                 211 
ballotNumber    National identity
Name: 5662, dtype: object",,,44,Party,Nineveh,FEMALE,Prisoner of Hamza Khalil Amir N Kahya,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.755250,2025-10-17T16:36:34.755250,
"NIN-ballotNumber                      272 
ballotNumber    The Arab Project, Iraq
Name: 5663, dtype: object-007218",7218,"ballotNumber                      272 
ballotNumber    The Arab Project, Iraq
Name: 5663, dtype: object",,,11,Party,Nineveh,MALE,"Promise Hasirn Nasser Abdel
Nasser",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.757567,2025-10-17T16:36:34.757567,
"NIN-ballotNumber                    344 
ballotNumber    Abu Ja'far Al-Shabki
Name: 5664, dtype: object-007522",7522,"ballotNumber                    344 
ballotNumber    Abu Ja'far Al-Shabki
Name: 5664, dtype: object",,,1," Pe-
rson",Nineveh,MALE,Promise Mahmoud Ahmed Qaddo Qaddo,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.760868,2025-10-17T16:36:34.760868,
"MAY-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 5665, dtype: object-006424",6424,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 5665, dtype: object",,,5,Alliance,Maysan,MALE,Promise of Hassan Muzal and the plot of Al-Muhammadawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.760868,2025-10-17T16:36:34.760868,
"NIN-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5666, dtype: object-006764",6764,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5666, dtype: object",,,25,Party,Nineveh,FEMALE,Purity of Talal Younis Majeed Al-Salem,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.760868,2025-10-17T16:36:34.760868,
"THE-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5667, dtype: object-000418",418,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 5667, dtype: object",,,6,Alliance,The egg,MALE,"Qader Kazim Baridi Sanafni Al-
Abadi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.767801,2025-10-17T16:36:34.767801,
"ERB-ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 5668, dtype: object-000008",8,"ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 5668, dtype: object",,,4,Party,Erbil,MALE,Qadir Caravan Hamad Qadir,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.767801,2025-10-17T16:36:34.767801,
"SUL-ballotNumber                       278 
ballotNumber    Kurdistan Islamic Union
Name: 5669, dtype: object-001048",1048,"ballotNumber                       278 
ballotNumber    Kurdistan Islamic Union
Name: 5669, dtype: object",,,4,Party,Sulaymaniyah,FEMALE,Qadriya Saeed Ali Ahmed,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.771327,2025-10-17T16:36:34.771327,
"ANB-ballotNumber              255 
ballotNumber    Progress Party
Name: 5670, dtype: object-000263",263,"ballotNumber              255 
ballotNumber    Progress Party
Name: 5670, dtype: object",,,20,Party,Anbar,MALE,Qaharyousef Hamoud Fadel Al-Hayazei,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.771327,2025-10-17T16:36:34.771327,
"BAG-ballotNumber                  291 
ballotNumber    The Elephant Front
Name: 5671, dtype: object-004541",4541,"ballotNumber                  291 
ballotNumber    The Elephant Front
Name: 5671, dtype: object",,,5,Party,Baghdad,MALE,Qahtaan Adnan Ali Hasir N       Mayka Al-Qara Lucy,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.771327,2025-10-17T16:36:34.771327,
"KIR-ballotNumber                          217 
ballotNumber    United Iraqi Turkmen Front
Name: 5672, dtype: object-006127",6127,"ballotNumber                          217 
ballotNumber    United Iraqi Turkmen Front
Name: 5672, dtype: object",,,4,Alliance,Kirkuk,MALE,Qahtaan and Hethi Hassan Ali Al-Wandawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.780163,2025-10-17T16:36:34.780163,
"THE-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 5673, dtype: object-000871",871,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 5673, dtype: object",,,11,Alliance,The egg,MALE,"Qahtaan Faleh, panic, torment, torment",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.782174,2025-10-17T16:36:34.782174,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5674, dtype: object-003334",3334,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 5674, dtype: object",,,5,Alliance,Baghdad,MALE,Qahtan Adnan Kamel Mohammed Wadi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.784184,2025-10-17T16:36:34.784184,
"NIN-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5675, dtype: object-006750",6750,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 5675, dtype: object",,,10,Party,Nineveh,MALE,"Qahtan Hasiran Muhammad Ali Hasiran Al-
Aboud",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.787202,2025-10-17T16:36:34.787202,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5676, dtype: object-003288",3288,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 5676, dtype: object",,,96,Alliance,Baghdad,MALE,Qahtan Mahmoud Matar Abd,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.789217,2025-10-17T16:36:34.789217,
"NIN-ballotNumber                 211 
ballotNumber    National identity
Name: 5677, dtype: object-006586",6586,"ballotNumber                 211 
ballotNumber    National identity
Name: 5677, dtype: object",,,17,Party,Nineveh,MALE,Qahtan NayefSayel Mohammed Al-Jabouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.791235,2025-10-17T16:36:34.791235,
"NAJ-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5678, dtype: object-001560",1560,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 5678, dtype: object",,,22,Party,Najaf,MALE,Qahtan Saad Kareem Jiyad Al-Shafi'i,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:34.793251,2025-10-17T16:36:34.793251,
